,url,title
22,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530669&idx=3&sn=5c0bb99376b311e100ef4c42c3514a07&chksm=c2ea6b60f59de2765ee98357316bcecb6c9239736066c90f951659d01f14beffb1afc13c60bf#rd,创建科创飞地，引入氢能产业链上下游企业！新疆“氢十条”全文及解读发布！
23,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530450&idx=2&sn=14598589ad2386cca9445627b0c1b642&chksm=c2ea641ff59ded0953e6bc2e229fdbbea9d8f492ccc7e91651840f5aae948f53e6f2dad727ba#rd,162辆氢车、2座加氢站获四川省级补贴
24,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530278&idx=1&sn=2a8400f9f43103550354676f4ac1dc09&chksm=c2ea64ebf59dedfde6927b2c66ea45eee75701b66bae306f9b8f05417afc1736033861733006#rd,74条！7-8月氢能政策汇总
25,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530206&idx=1&sn=250527e652f2223b9caaeb2e8fa3ada6&chksm=c2ea6513f59dec05a68bef74a90b33f1ed4600e13e57e353a8ee07cb59e6380e37d6583eb708#rd,氢能车5000辆！加氢站50座！浙江将氢能作为新能源制造业重点领域进行打造
26,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530206&idx=2&sn=dd854fab5121dc7a0c72748894cfa4e6&chksm=c2ea6513f59dec0536b8ddb969449de4ed3884f229530cc73e1969e05ef2eb72bac534f43c6a#rd,6个氢能项目！国家发改委公开推介一批吸引民间资本参与的重点项目
27,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530149&idx=2&sn=8c9ca459d70f06fb0aaa84a539b50221&chksm=c2ea6568f59dec7e8fd3d332a97d83c2dc5a2fef602500ba88d321a35fb93800185d0c9d7c05#rd,2.6万辆氢车、80座站！《青岛市加氢站布局规划（2021-2035年）》发布
28,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530088&idx=1&sn=b7032a1edd24788f570f6b44262d1e9c&chksm=c2ea65a5f59decb36a75be77f24757bf4408a3b20aad8ad74f79ecc4f7fcb17aebccf7cbc8fb#rd,19个项目！3.4亿元！科技部发布氢能技术2023年度项目申报通知
29,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530088&idx=3&sn=5a889cac5c3bbfa6be0604d636cef2b3&chksm=c2ea65a5f59decb3b6b3ca38126042a699ce5afb430085146443eacfe1eae72d497d59f99aa5#rd,苏州：突破低成本高效绿氢制备难点环节
30,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247530088&idx=4&sn=7383aaaa27055cca6e35335af5d63a45&chksm=c2ea65a5f59decb3a2b0de5d92547eaa205095de3b29ef7ad690c37765af3a66a9313c16d042#rd,10个氢能项目！贵州毕节将氢能列入综合能源基地重要内容
31,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529952&idx=4&sn=041898f401905bcc00d559ce17b772c4&chksm=c2ea662df59def3b2a0cb2118c8508eb0be0e3509b8db2404467d2f22607f0e114fa9fca7448#rd,最高1000万元！大连太平湾“氢六条”发布
32,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529766&idx=2&sn=fdfcb959cf1145d49509ac33f1b1ad21&chksm=c2ea66ebf59deffdfe619ddaa3f5176883e596dc0f1541488ff97b81302811a63a2dc6966582#rd,绿氢产能20万吨！加氢站30座！包头着力打造“草原氢城”
33,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529636&idx=1&sn=6aa2cea5b061e94297c5e50c80679b94&chksm=c2ea6769f59dee7f913fccab809ee0ff1c59711c7661bf74dcd1892790cca033583c6d2f01c7#rd,广西氢能中长期规划印发：加氢站50座！氢年供应能力2000吨！
34,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529584&idx=2&sn=72dc86582fee7a7b25838705d8e230cb&chksm=c2ea67bdf59deeab15737604481b5e2ca55a85253de73e353581edf4d92f0fe45c8611a62ec0#rd,非化工园区允建加氢站！河南焦作发布加氢站审批办法
35,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529526&idx=3&sn=e6cb17dc04cded769538871e2218ed95&chksm=c2ea67fbf59deeedb66ed7393b65c9aa00b959caecc706d278339a4cc4508bba90b45945f15d#rd,江苏：积极探索海上风电制氢、太阳能海水制氢
36,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529382&idx=1&sn=9757629f027a314b979b5e34274d49f6&chksm=c2ea606bf59de97ddf988d0bf279cace24a0870efca8601116275812cfe01f9f33014defac14#rd,90座加氢站！《浙江省加氢站发展规划》印发
37,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529382&idx=2&sn=99b7e72b90e6d2cfe418baf0c1642851&chksm=c2ea606bf59de97d5846a4559136f35a5c488ed4f57302966bc31e552fd78566750b6408b0e3#rd,广州市花都区：支持PEM和太阳能光解水制氢，推进氢液化与储运系列生产线建设
38,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529322&idx=2&sn=a3d64f7e202656c718bd3077ba520b92&chksm=c2ea60a7f59de9b1e5b90a2aefa6c9cb86f9a20913774ac6f86217ecacb024944391b77f6fc5#rd,氢车成本高、氢站不足 台州将督促市公交集团做好试点准备
39,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529262&idx=2&sn=669df4bc46f9366b2812ee51f8305b40&chksm=c2ea60e3f59de9f5877ee0a2ec746054c9237292e410c88c81923683b52a494b416e046892c1#rd,立项、建设、生产、储存等7个环节！宁夏发布氢能安全生产专项行动方案
40,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529182&idx=1&sn=359de5f050bd55df092843ea874633d4&chksm=c2ea6113f59de805923f8bfb38b9cb08df569a02212a92fe8a297c4e4d1b8c03b48dde4716a9#rd,绿氢项目按4000元/吨补贴！鄂尔多斯印发《支持氢能产业发展若干措施》
41,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529182&idx=2&sn=84d9b73b717571c66cb68b72aacf51fb&chksm=c2ea6113f59de805c7aacd392e64597548c37abcd3a2b9ba451c954bd5a7854af28dd3bbf74b#rd,阳光氢能、国盛利华、格罗夫、碳能科技获得内蒙氢能装备产业链科研人才奖励资格
42,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247529086&idx=2&sn=888b9f34dbd0cf25e282d11c173e1e7c&chksm=c2ea61b3f59de8a5f3e98181d5a24f1fb70a64c79054fd7d5b5d06c4be362f51849f1c32f909#rd,新能源、新材料、新型储能是未来产业重点！四部门发布新产业标准化领航工程
43,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528966&idx=1&sn=76cdbd210fba29ff8b1ba73a055c87e2&chksm=c2ea61cbf59de8dd315bf6ee9604e674732115f5b11560e9b6466a1d1628e55e9ebd7a396bf2#rd,20个氢能项目！9个加氢站！山东滨州氢能中长期规划定调
44,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528966&idx=2&sn=de1cb10658f6940172b491fb748d01e4&chksm=c2ea61cbf59de8ddbeebed4b5ce81c14046972dbebccf9f1848a9091af2e672de7e9e5b1947e#rd,制氢、氢电耦合入列！国家发改委征集2023年首批绿色低碳技术示范项目
45,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528904&idx=1&sn=1ed66ffdf7cd5b2aad8edfe0820d88bf&chksm=c2ea6205f59deb134e5b33c609bd835745857fb40b961bec981b301a3f17808d8a995e991182#rd,氢能车1130辆，加氢站14座，车用氢气30元/公斤以下！河北张家口提出示范城市群行动方案
46,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528904&idx=2&sn=d458f07f61dafd729441b56340aba7ca&chksm=c2ea6205f59deb1390c21d2628ad74c18ecb6b3fab57e70c3d8ec812fd44b76fd758f721bd1f#rd,132辆燃料电池车获得补贴！每辆44万元！
47,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528769&idx=1&sn=985cd3f712f1e1d6d1d9d7d3d9fa8f09&chksm=c2ea628cf59deb9a058c777d6f446acf815475e81e4d19f3cee47f6a3636434d22c8e027e55b#rd,500家企业，1000亿产值！《西安市氢能产业发展规划（2023-2035年）》征求意见！
48,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528686&idx=1&sn=8e8c0daac2c4991022d436d1e7104a25&chksm=c2ea6323f59dea3527f9d7fd0f1ac2edb37f87dc854808949ac3311e38b1592c1b4c08124921#rd,氢能船舶最高奖补1200万元！湖南发布促进水运发展补贴政策
49,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528686&idx=3&sn=bc2e712b9c3a96bc10550ae40e99153b&chksm=c2ea6323f59dea35b2c53045ddda04c7ef8f2f8b0c759981e7ed5df46fc146593a9eeaaad615#rd,绿氢制备最高补贴500万！河南濮阳开启2023氢能专项资金申报！
50,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528509&idx=1&sn=d801e8be7ac02a69fa7924d0e39d38ed&chksm=c2ea63f0f59deae64d18a0a0d485def73db4a4b1b551ef5e0f9be2fef57d07145e580610e8a1#rd,氢能上市企业5家、氢能示范场景10个、独立加氢站10座、氢能产值破500亿！湖州发布氢能产业发展规划！
51,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528509&idx=2&sn=1422a3989bd99ab69df43fd05de96237&chksm=c2ea63f0f59deae6c7da4f0065132166cb6d2c442197fa64d5c1b0c268ccb7dfb6057e99be69#rd,工信部启动兆瓦级氢（氨）储能等绿色微电网场景及案例征集工作
52,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528398&idx=2&sn=6d292f83012fe0e9c04e7536cc318788&chksm=c2ea7c03f59df5157b881f471bd23695193ce46ac0e046efb7b0ddbbb9e113fbfdb8000182d4#rd,四川攀枝花：2022年燃料电池汽车示范争取到位资金1177万元
53,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528358&idx=2&sn=f2d62e867f0446865b70328a41d8f3a2&chksm=c2ea7c6bf59df57d65ac7d5ffb727660eea7bb8765217b5b9525e84ae5abd175ccf8b786b802#rd,氢气提纯、氢气梯级利用，列入工信部石化行业鼓励推广技术产品名录
54,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528302&idx=1&sn=5c2c422c034c214bc879fbe2b6ff7037&chksm=c2ea7ca3f59df5b55b1089c5959557375cc146aa9387151b0315819d6d778df6d684fdbc27ad#rd,5大类别！69个子体系！六部门联合印发《氢能产业标准体系建设指南（2023版）》
55,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528302&idx=2&sn=576fbdcbf30b6efb8a854d0f1ba5e9ce&chksm=c2ea7ca3f59df5b52e4d96afb01b2cf14c0598078fc2fee8aa17f741459537908579fefed03d#rd,最高补贴1000万元！成都氢能产业高质量发展项目开启申报！
56,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528068&idx=1&sn=dde1b62352c80eb41886105829421b94&chksm=c2ea7d49f59df45f0a845016843ffe41b715c7cc925b8bffd959c5deaee7b0bd6ab3fb45e0e2#rd,9月1日起施行！重视氢能！内蒙古发文：打造新能源装备制造国家级基地！
57,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247528068&idx=2&sn=b673ab9719eae74209b18a1ce2317389&chksm=c2ea7d49f59df45fcbd3356424a863b8fd94b2ac73f3e0b31c52eb207209aaf2f1f0333154c2#rd,锐格新能源、顺天装备、蕴氢检测、金亚隆、舜华氢能、先进能源等6家企业，获补贴94万！
58,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527788&idx=1&sn=767e381282e293ddc35ceaa6e8b1c341&chksm=c2ea7ea1f59df7b71842054114cfc007518830b03e559e80c01c871c9beb6af2bc99e5b1f6b0#rd,内蒙古能源局：已批复项目制氢能力52万吨/年，电解槽需求缺口巨大
59,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527788&idx=2&sn=9f98d70c19a1cb43533ecca0145c0cd6&chksm=c2ea7ea1f59df7b7cf59c15184eba27eba05af9f36dbae14ba0c3934a41ce12344af3ec6e243#rd,10个氢能项目！国家能源局公示第三批能源领域首台（套）重大技术装备（项目）
60,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527788&idx=3&sn=244070eab047a0a04c234058065d7b43&chksm=c2ea7ea1f59df7b7c7a8b72f38f0d5084393e3b0c7086de3d4cf8f4cde5fd6a4460b90ee3ad1#rd,杭州：对示范应用的氢燃料车辆和加氢站运营企业给予补贴
61,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527734&idx=2&sn=9d40423451b9246c50e9780861ffb58c&chksm=c2ea7efbf59df7ed2d978206ea45813bba97609fe90cfa3adbca5916a864d0e093226fd4e5d1#rd,发改委：推动煤化工与氢等可再生能源的耦合创新发展
62,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527697&idx=1&sn=bbe6167386738059867a53730fda5946&chksm=c2ea7edcf59df7ca42d70b074833b7c4a40ed2c497c4927b8cf29eb314cce0b0c7484111aedb#rd,最高1000万元！陕西西咸新区多重优惠与补贴招揽氢能企业
63,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527697&idx=2&sn=39fb0ac7e6ebffd586c6775c57679cdc&chksm=c2ea7edcf59df7ca6df2791b766c2816710495ace487f28e95d7debd8edcdb4bc893fe7f0ee7#rd,加氢站建设补贴500万元！北京加氢站建设和运营补贴金额公布
64,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527564&idx=1&sn=bd0f7bac99e534a1e0b88cfff8204773&chksm=c2ea7f41f59df657330379424fef2e815a79700e00e36a0fb0a958fb359af39f8bc5ecc2b9b8#rd,10000辆车！70座加氢站！5个示范区！上海要建氢能第一城“野心”渐露
65,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527564&idx=2&sn=6b8421620f0c47b0302a341c1c7b5416&chksm=c2ea7f41f59df657ba303ee55a0328f0c2144846e76a47d5b7af3f046dd52d1ec4ac30cf2687#rd,推动公共领域增加新能源汽车采购数量！13部门联合发文促进汽车消费
66,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527486&idx=3&sn=ff305efbc96e37a0aa8e1a97447de281&chksm=c2ea7ff3f59df6e518cc5d94d2c2833e25e33b6479dd5677801e48fcc636bb560d8498d07bf1#rd,打造氢能源产业特色高地 广东东莞氢能产业联盟成立
67,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527393&idx=2&sn=695a1399ca713967e5ce8263dfbe6719&chksm=c2ea782cf59df13a7b0cdfb4d391aa636329786c320b924cf286878b8b0b31f73b7a38232691#rd,辽宁盘锦：超前布局氢能产业 ，建成氢气储运装备产业集聚区
68,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527344&idx=2&sn=4602c0ed2ad58bbdd735ac95e2335985&chksm=c2ea787df59df16b3000495291e189a2d654619aff0e6ebdce7bc4af353dfbbc4aa629cb7962#rd,1055辆氢车！23座氢站！67亿元！郑汴洛濮氢走廊2023年重点工作清单印发
69,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527311&idx=1&sn=9366624172795b1e94ad2f6051dade3b&chksm=c2ea7842f59df1544900f2e607b6a8cde4e2fbaadf82c5eeb33b90d636822daf93cc21e1fbcb#rd,重要突破！氢能进入国家发改委产业结构鼓励类项目！
70,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527293&idx=2&sn=ddf26ee8a5025b617c8231a73022eb65&chksm=c2ea78b0f59df1a661ef3d093cd38c8adf9bf6417674d239a5a3b224299ca3aa7fa13fb1fa1e#rd,绿氢不再纳入危化品！这一省开新河！
71,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527169&idx=1&sn=b89c018182ae33867040d55cc6f7d1ec&chksm=c2ea78ccf59df1da4dfe1f4952b4169d602a7c9444fccfe055215cfc68f90e1fdab3eb7bb4d2#rd,交付1462辆！中标370辆！上半年氢燃料电池交付情况汇总解析
72,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527144&idx=1&sn=c6d7458a85fb9ff0d166b0f263623b4c&chksm=c2ea7925f59df033be6b7349df53f25342ff8d057bc027959633d263fd7ce89bcb20d34f1ad7#rd,新疆克拉玛依发布三年行动计划，打造“中国西部氢都”
73,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527129&idx=1&sn=4e98ff348c46142011ea05a3d30a2cac&chksm=c2ea7914f59df0026cccc150078f2777fe0588d4359d0accf6f789faa8430eaaab2d81e69fd1#rd,绿氢不需危化品安全生产许可证！河北省开始施行氢能安全管理办法
74,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527129&idx=2&sn=4b048ef4b11bda51b5a27b16f48f846d&chksm=c2ea7914f59df002d849501add1037f308392f00d6284f1d7e806ffd79c877eb9b36fa76d552#rd,最高2000万元！发电量0.1元/千瓦时补贴！浙江海盐氢能奖励政策出台！
75,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527090&idx=3&sn=99b746a65bde3a502c4a494bed64473f&chksm=c2ea797ff59df0696928e271d082595124e24f33baf48680052c1d686f1742a8a2fcb86c176c#rd,山东临沂：谋划建设“沂蒙氢谷”
76,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527075&idx=3&sn=30329c97fedd54dbed73e8910a686d31&chksm=c2ea796ef59df0782305b13fc2dc943bb7a8de1bb1128638b6df2ef09ddaa51a89e0f457e381#rd,山东将打造全国首个万台套氢能综合供能装置示范基地
77,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247527008&idx=2&sn=a426efb5ea25eed9f02bb838918cc5af&chksm=c2ea79adf59df0bb327dd0f050ea02795f05cd77414e36df24cc1831943365824589a3f14428#rd,京蒙绿氢和管道输氢一体化，文件发布！
78,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526829&idx=3&sn=edd9599fd626f73a91a6167987c51ab2&chksm=c2ea7a60f59df37624d7255f2813a61d4a6ed762403c89db9e203471572da9a7fe2e951d06ca#rd,氢储能最高奖补1000万！广东支持新型储能产业发展
79,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526744&idx=2&sn=4c2cf0a609d90b52c57c25e7fb8b7a02&chksm=c2ea7a95f59df3831d71e9b4f22adc5920be1f38dd57d825e45e91ebef3a4ed3ca761d696fc2#rd,《关于加快推进氢能产业发展的实施意见》印发！
80,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526627&idx=2&sn=3d4941b4392783f5475d12ae77de4903&chksm=c2ea7b2ef59df238350cdb03e8d722e26f6448066858df506026c9346458c6f3a264a96e4dfd#rd,最高贴息1000万！北京和广州的氢能企业准备好领钱了！
81,http://mp.weixin.qq.com/s?__biz=Mzk0MDAwMDkzMA==&mid=2247526442&idx=2&sn=f2afd685c7cb65d595e6d2af5a0088f7&chksm=c2ea7be7f59df2f1affafc6819f30292e0bf6bcb7fd6d2c5360864ca065647bebc40a881054b#rd,内蒙古：加快发展绿氢产业！
